PersonalNumber
10267
10313
40371
25017
40497
30996
9025003
10183
40477
67178
20287
4210308
9665513
77068
65118
9055002
67058
55709
30329
20507
68300
67218
50087
40181
4210234
4210194
31013
9071045
67078
9010035
30967
10079
30465
10092
10065
9060283
9060002
30718
55737
31012
31038
4210392
67220
9990004
9665507
4210300
67077
770009
4200006
4200036
31050
30973
31040
10362
10057
68315
30602
4210274
9071013
10227
31046
15050
60549
10253
65099
67039
40433
10130
10370
4210131
9060095
67046
30576
20332
30585
55208
75005
660605
60536
660507
10120
4210374
55501
68023
68314
55528
30677
30852
67067
660610
67071
10226
67047
9025010
70031
9040002
67157
665006
9060289
68217
10290
630180
10237
30984
10343
10064
20032
60505
65139
9000005
75128
30962
10373
60077
68144
30980
630064
60445
10210
30864
20456
55206
67141
770017
10072
60063
660572
10289
10145
10038
67176
660091
20455
67035
50035
60366
31048
10167
10381
10285
4210360
67023
10234
9071032
9025009
655630
10093
67191
72337
40306
9040011
9990006
68328
15043
65076
665018
4210397
67040
10217
68297
67002
9666502
65140
630199
68327
30995
65130
4210286
610189
68209
10299
65123
9060053
9077030
30467
68213
50015
74067
55726
71009
30891
20075
770012
40241
31043
9077007
40487
10150
15046
68017
655638
10076
20484
77054
77002
42100020
70044
40295
55731
9060567
10148
9060211
10196
4210396
20257
20471
655642
40050
655661
67024
9068001
4210405
31017
655637
660613
660395
68248
40222
68220
31020
4210268
9000007
72143
10364
40059
67001
9060165
9071065
4210161
30976
4210038
72155
10319
9060137
65041
72320
60498
660561
40501
68268
10138
4210075
9071039
660348
30779
20390
9060327
55307
7010007
4210275
30904
65037
4210367
67054
9010034
655629
4210365
20265
55717
68163
9010017
9010033
9040024
31023
30314
10333
10358
67005
55508
77063
67032
77075
30907
7010026
10063
610172
610190
10026
10277
20307
72027
20062
9040009
10149
77064
10219
65027
610139
55710
10144
10329
72146
9060127
60541
10344
9025011
65116
10109
9010021
10263
9060436
4210353
30604
655651
75130
9010008
60262
630137
9010039
660604
4200037
60361
10043
77035
10207
4210387
40062
15155
9071019
10252
67009
60081
40511
9020001
20372
9071034
30554
30883
10326
10049
30603
20496
9065003
660391
67044
10185
20104
40259
10390
40173
4210210
4210388
4210305
68102
9067713
30444
68206
630013
55105
10194
15118
9010005
60212
9060487
67165
10187
60537
55406
660612
4210074
4200003
4210371
4210369
660559
7010009
9060192
10383
40453
20097
60153
67087
30756
30566
60492
68105
31049
4210067
4210065
25045
30942
20199
31032
4210062
36000003
9060330
50047
9071044
30929
9060197
20440
20088
655533
60506
10129
72026
665010
4210378
10070
10352
75117
4210344
630193
74009
68191
31025
50025
30809
9077032
30905
770001
30921
67205
30880
10340
68273
40334
20219
7010000
40250
10191
660459
9077010
67169
67059
75132
9071011
9990017
10003
60525
55739
10257
55744
9990013
655655
55734
20179
60332
9010044
20505
10085
10075
10206
40517
60557
9010036
67101
630144
10287
770018
68255
60607
9665515
30991
67034
55910
67121
20508
74036
67041
67072
67192
20096
10037
30946
9990018
4210386
10391
4200046
9077047
68322
10192
40138
42100208
30567
9071017
655515
45063
655647
74093
10264
60371
31024
42100318
10046
10281
55914
10108
60565
30659
30970
9060475
660617
31031
70003
4210309
4210315
67028
31036
9050001
9060347
770011
4210403
31001
30994
9020002
10087
9010027
10336
68188
30666
67014
4210272
10317
10235
10118
665015
40615
65126
655413
610198
660615
60578
60584
30678
10371
650020
30952
770013
67020
67017
9665509
68218
660508
4210205
72038
655373
31041
60110
10175
75126
660522
68236
68187
67049
9077015
31010
9071029
30613
4210336
10220
67037
9040006
610164
40512
9077035
40069
10215
60582
67074
67073
9077043
9010042
68233
10265
9025046
30789
10083
30922
30547
30781
655650
67042
650008
40340
65028
610179
10048
660440
9060010
9060407
71014
55923
30888
9077050
10225
72034
40442
20441
20474
73005
10017
25008
25425
74024
75018
4210395
650009
31007
65135
10276
20343
60599
68313
655646
50050
660550
74026
40608
10255
67175
4210197
60264
65087
20113
30877
10266
4210402
10103
20493
9010026
31027
40107
40494
660598
30858
70010
9030938
68307
9060393
67158
10269
60608
60609
67060
10084
660483
60596
20468
20153
20376
60600
30676
30912
660486
68262
60538
60214
60220
30729
30807
10081
60023
67161
55924
70001
60413
9010002
9071016
20044
72107
9055005
67055
40602
650022
68031
40509
10015
67186
25018
660488
40401
65092
55308
10126
70021
30845
65141
31052
10012
9060257
9071062
30910
68245
30495
10388
30480
60602
10136
10332
65073
10090
30985
67997
40484
30975
74012
75041
68269
68114
60272
55530
10104
77045
10334
4210007
9665508
9071033
4210135
67011
9065008
7010004
650011
31030
68001
10153
60576
74092
74034
4210398
10124
60471
10368
75136
4210294
9010024
65093
20483
60381
60100
67171
50172
4200013
74042
40313
4210024
10271
15063
25034
10303
60542
68267
60340
50041
55745
9068010
67219
74109
10377
31047
15157
770015
10337
40495
74059
55909
65110
40404
50175
55911
10296
20105
655502
55712
68165
30849
20380
72173
9060238
60304
31026
9065005
9077041
20278
68161
9060134
10321
9077027
74101
68190
60288
4210380
68291
650012
10288
73006
660606
60528
9060412
50032
655591
40445
55806
55418
40166
9068005
40024
10240
68271
67038
30784
60093
75051
68160
4210334
9665510
9990010
630014
660314
74063
20051
40004
10110
65131
4200008
4200012
30748
20497
60586
68005
60521
31015
65100
10300
67122
65089
55713
10123
30982
9665511
67998
20491
10323
40119
10308
60566
9077038
9055006
30539
20142
30773
10295
30878
15151
10171
20473
10356
660611
40496
660372
10260
77061
10094
9065006
55930
30648
68299
55523
30427
65024
10013
30770
25042
72332
40492
30536
9071042
67119
9060293
15144
9990019
55729
9010040
60558
30811
40356
4210307
30978
9068002
655522
68308
70053
30540
55727
65113
65102
660131
55922
30520
655633
10306
60398
67030
25016
31035
67153
10009
10113
60460
10318
4210102
9060136
30918
72327
68179
30947
